id,no_farmacia,ds_endereco_farmacia,no_cidade,uf
22808,MARIANO E SILVA LTDA ME,"R. EX COMBATENTE, 731",IBOTIRAMA,BA
22809,MARIA JOSE DA SILVA SOUZA DE JAGUARARI,"TRAVESSA CUSTODIO BARBOSA, 40 - TERREO",JAGUARARI,BA
22810,THOME & MONTEIRO LTDA. ME.,"SURUCUA, 140",ARAPONGAS,PR
22811,DROGARIA HELA LTDA - ME,"R. PROFESSOR CIRO DE CASTRO ALMEIDA, Nº 3280",UBERLANDIA,MG
22812,DROGA DEZ DA BARRA LTDA - ME,"R. 9 DE JULHO, Nº 250",BARRA BONITA,SP
22813,FARMACIA E DROGARIA ROGERFARMA LTDA - ME,"IRMAOS PEREIRA, Nº 1270",CAMPO MOURAO,PR
22814,MACHADO & CORREA LTDA,AVENIDA PARANÁ Nº4130,UMUARAMA,PR
22815,DROGARIA KI-SARA LTDA,AVENIDA AFONSO LOPES BAIAO Nº 1473,SAO PAULO,SP
22816,ANTONIO CARLOS DE OLIVEIRA CHAVES,"RUA SAO PAULO , 330",VARZELANDIA,MG
22817,DROGARIA ANA & BARBACENA LTDA,"JAIME DO REGO MACEDO, 41",BARBACENA,MG
22818,DROGARIA J.E. LTDA,"AVENIDA 7 DE SETEMBRO, 155 - QD 42 LT 07",EDEIA,GO
22819,DROGARIA E PERFUMARIA ULTRAMINAS LTDA - ME,"RUA GOIAS, 496",DIVINOPOLIS,MG
22820,FARMACIA PANFARMA LTDA,"RUA ANTONIO ESCORSIN, 900",CURITIBA,PR
22821,ANCELMO ROSSETO ME.,"RUA BARAO DO RIO BRANCO, 498",BIRIGUI,SP
22822,MILTON MANOEL RAFAEL - ME,"RUA JOAO PAULINO DAMASCENO, Nº 1016",ALFENAS,MG
22823,MARISA ALI PELICANO THOME ME,"RUA ANTENOR DUARTE VILELA , 1332",BARRETOS,SP
22824,CID WALMOR BUBLITZ & CIA LTDA,"RUA DR. JOÃO CARLOS MACHADO, Nº 479",ARROIO DO MEIO,RS
22825,FARMACIA PADRE ANCHIETA LTDA - EPP,"RUA MANOEL FRANCISCO DA COSTA, 4440, SALA 01",JARAGUA DO SUL,SC
22826,DROGARIA ANDRADE & OLIVEIRA LTDA - EPP,"Rua DOS EXPEDICIONARIOS, 11 - LOJA 07",ESMERALDAS,MG
22827,FARMACIA MONNALISA LTDA. ME.,"CRISTO REI, Nº 86",CURRAIS NOVOS,RN
22828,DROGARIA CRISTALINA LTDA,"KALED COSAC, S/N ESQ C/ AV KALED COSAC",CRISTALINA,GO
22829,SE SUPERMERCADOS LTDA.,"CENTENARIO DA ABOLICAO, 555, PARTE",BARRETOS,SP
22830,MARLIFAR - FARMACIA E PERFUMARIA LTDA - ME,"RUA DR. MARCH, Nº 642, LOJA: 02",NITEROI,RJ
22831,FARMACIA IRMAOS CECONI LTDA - ME,rua FELIPE NAPOLI 135 CASA,TIMBE DO SUL,SC
22832,EMPREENDIMENTOS PAGUE MENOS S.A.,AVENIDA DOM LUIZ Nº1300,FORTALEZA,CE
22833,EMPREENDIMENTOS PAGUE MENOS S.A.,RUA SÃO PEDRO Nº 568,JUAZEIRO DO NORTE,CE
22834,FABRIZIA MELO COSTA DE GUANAMBI - ME,"R DONERIO ALVES, 70 - TERREO",GUANAMBI,BA
22835,FARMACIA FARMAVIDA DO PACHECO LTDA ME,"R. Estrada do Pacheco, 472, LOJA 3",SAO GONCALO,RJ
22836,DROGARIA E PERFUMARIA REIS & LOPES LTDA,"DR. MANINHO, 105",SANTA BARBARA DO LESTE,MG
22837,DROGARIA E PERFUMARIA TIJUCAL LTDA,"AVENIDA NOSSA SENHORA DAS DORES, 240",PRESIDENTE KUBITSCHEK,MG
22838,DROGARIA REAL LTDA,"AV. JONES DOS SANTOS NEVES, 61",CACHOEIRO DE ITAPEMIRIM,ES
22839,QUATRIN & RODRIGUES LTDA - ME,"RUA JOAO FONTOURA E SOUZA, 365",SANTA MARIA,RS
22840,DROGARIA LG COMERCIO PRODUTOS FARMACEUTICOS LTDA - ME,AV DOM EMANUEL S/N Q 27 L 6,SENADOR CANEDO,GO
22841,EMPREENDIMENTOS PAGUE MENOS S.A.,AV. A QD 17,ANANINDEUA,PA
22842,FARMACIA BENCKE LTDA EPP,"RUA MONSENHOR GERCINO, Nº 6810 SALA 01",JOINVILLE,SC
22843,ELIAZIBE RODRIGUES ARAUJO ARRUDA - ME,"AVENIDA JOSE FERREIRA FREIRE MURTA, 81",CORONEL MURTA,MG
22844,EMPREENDIMENTOS PAGUE MENOS S/A,"ROD. AMARAL PEIXOTO, 4911",RIO DE JANEIRO,RJ
22845,DROGATIM DROGARIAS LTDA,"AVENIDA AGAMENOM MAGALHAES, 830",CARUARU,PE
22846,TALMO ANDRADE DUARTE,"DARCI ALVES DE OLIVEIRA, 21",AGUA BOA,MG
22847,CID WALMOR BUBLITZ & CIA LTDA,CID WALMOR BUBLITZ & CIA LTDA,SANTA CLARA DO SUL,RS
22848,EMPREENDIMENTOS PAGUE MENOS S.A.,RUA FREI MANSUETO Nº 303 LOJA 03-05,FORTALEZA,CE
22849,INACIO PEREIRA DROGARIA LTDA - ME,"RUA DR ORLANDO SPINOLA, SN",LICINIO DE ALMEIDA,BA
22850,DANI E SCHERER LTDA,"GUARANI, 23",ESTEIO,RS
22851,DALA COSTA SANTA FE DO SUL LTDA - ME,"AVENIDA NAVARRO DE ANDRADE, 1171",SANTA FE DO SUL,SP
22852,OLIVEIRA & PAGANI LTDA ME,"RDV. LINO ZONOLLI, 204, SALA 01",ICARA,SC
22853,SILVANA DOS SANTOS-DROGARIA - ME,"RUA JOSE RUETTE, 210",PALMARES PAULISTA,SP
22854,ANDIARA COMERCIO DE MEDICAMENTOS LTDA,"RUA ANDRE VIDAL DE NEGREIROS, 25",GARANHUNS,PE
22855,DROGARIA TRIUNFO SERRANA LTDA - EPP,"R. VICENTE DE PAULA LIMA, 1545",SERRANA,SP
22856,"ALVES FURTADO, RODRIGUES & CIA LTDA - ME","AVENIDA PEDRO AUGUSTO RANGEL, 1895",VOTORANTIM,SP
22857,KELEN CRISTINA TESSMANN & CIA LTDA - ME,"RUA ROQUE VERNALHA, 43 - LOJA",MATINHOS,PR
22858,LUCIANO PARUSSOLO GASPAR ME,HENRIQUE LUPO 1096 CA B,ARARAQUARA,SP
22859,ELAINE BARBOSA GONCALVES BARRETOS ME,"RUA VINTE E UM DE ABRIL, 191",BARRETOS,SP
22860,IZAIAS P. DA SILVA - ME,"AV RIO BRANCO, 867 - PREDIO",BARRA DO BUGRES,MT
22861,DROGARIA BORDINI LTDA,"CORONEL BORDINI, 444",PORTO ALEGRE,RS
22862,DROGARIA MOEMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA-ME,"NORTE QD RESIDENCIAL 216 CONJUNTO N LOTE, 16",BRASILIA,DF
22863,DROGARIA NOSSA SENHORA DO AMPARO LTDA - EPP,RUA D. PEDRO II 54-B CASA,VALENCA,BA
22864,J.A. SILVA & SILVA DROGARIA LTDA ME,RUA DO COBRE Nº920,SANTA BARBARA DOESTE,SP
22865,FLORAL PRODUTOS FARMACEUTICOS LTDA - ME,"RUA GERMANO GREVE, 484/A",MIRASSOL DOESTE,MT
22866,EMPREENDIMENTOS PAGUE MENOS S/A,"PRAÇA PRESIDENTE GETULIO VARGAS, 124",NOVA FRIBURGO,RJ
22867,LORA & CIA LTDA,"AVENIDA RIO BRANCO, Nº 2028",CAXIAS DO SUL,RS
22868,ROSANGELA HENRIQUE DE SOUZA DA SILVA,AV VISCONDE DE TAUNAY 798,NIOAQUE,MS
22869,KELVIN FARMACIA E DROGARIA LTDA ME,"RUA BARAO DO RIO BRANCO, 2.085 - SALA 2",GASPAR,SC
22870,DROGARIA RODRIGUES LTDA - ME,"AVENIDA MATO GROSSO, 1707-E",LUCAS DO RIO VERDE,MT
22871,WAGNER SPERLING CANDIDO BRESSAN - ME,RUA EDUARDO BERGMANN 555 SALA 01,MORRO DA FUMACA,SC
22872,REDE MAXXI ECONOMICA DROGARIA LTDA,"RUA GENERAL OSORIO, 751 - LOJA",PELOTAS,RS
22873,FARMA REAL MEDICAMENTOS  LTDA- ME,"R. CUIABA, 2409",DOURADOS,MS
22874,FARMAALVES FARMACIA LTDA,"RUA CARLOS ORLEANS GUIMARAES, 265",LAGOA SANTA,MG
22875,TRAVASSOS E ARRUDA FILHOS LTDA - EPP,"R MANOEL BORBA, Nº 67, A",MACAPARANA,PE
22876,FARMACIA PLENITUDE LTDA.,"AV GENESIO DO CARMO, 494, QD. 27 LT. 03",GOIANIA,GO
22877,LORENZON & CIA LTDA ME,"AV QUINZE DE NOVEMBRO, 9",BARRA BONITA,SP
22878,DROGA EX LTDA,AVENIDA XV DE NOVEMBRO 707,CAPIVARI,SP
22879,PAULO CESAR MADERS & CIA LTDA,"PRÉDIO RUA PADRE AUGUSTO, 36",SANTO CRISTO,RS
22880,FARMACIA DO CAMILO LTDA - EPP,"AVENIDA MARECHAL HENRIQUE LOTT, 120 - LOJA 114",RIO DE JANEIRO,RJ
22881,GUSTAVO E FEIJO LTDA,"AV PRESIDENTE GETULIO VARGAS, 3595",ALVORADA,RS
22882,DROGARIA SAUDE & VIDA LTDA,"DA QUITANDA, Nº 12",DIAMANTINA,MG
22883,FARMACIA SILVA BARBIERI LTDA ME,"AV. JUSCELINO KUBITSCHECK, 140, loja A",CONGONHAS,MG
22884,EMPREENDIMENTOS PAGUE MENOS S.A.,AV BRIGADEIRO EVALDO BREVES,PARNAMIRIM,RN
22885,MARIA TEREZA NEUMA GOMES DUAVY - ME,AV JOSE CICERO SAMPAIO S/N,PACOTI,CE
22886,DROGARIA MARCOS LOPES LTDA - ME,AV OSVALDO FERREIRA SENA S/N QD.58 LT.0506,NOVO PLANALTO,GO
22887,AC COMERCIO DE MEDICAMENTOS LTDA - ME,AV BRASIL 1865,SANTA HELENA,PR
22888,DEBORA CRISTINA DE F. ROSA - ME,"SEVERINO SECCHIERI, 112",SEVERINIA,SP
22889,DROGARIA E FARMACIA FARMABLU LTDA - ME,"RUA JOAO PESSOA, 2800",BLUMENAU,SC
22890,DMTOP COMERCIO DE MEDICAMENTOS E COSMETICOS LTDA,"R COSTA GAMA, 365",OSORIO,RS
22891,SANTOS & BOZIO LTDA ME,"RODOVIA BR 040 KM.33, SN - QD 178 LT 23 LJ 01",LUZIANIA,GO
22892,DROGARIA SANTA CLARA DE SANTA ERNESTINA LTDA ME,21 DE MARÇO 113,SANTA ERNESTINA,SP
22893,ANDREA GESSI NUNES,"AV XV DE NOVEMBRO, Nº520, SALA 01",SAO JOAO,PR
22894,E. R. PRUINELLI - ME,AV NORBERTO SCHWANTES 977,TERRA NOVA DO NORTE,MT
22895,DROGAVAZ LTDA,"JOSE MESSIAS FERREIRA, Nº 1429",BURITI ALEGRE,GO
22896,LUCIVANEO ADRIANO DA COSTA,"RUA JOSE LOPES, 59",CARATINGA,MG
22897,R. R. LUBINI & CIA LTDA - ME,"RUA VICENTE MANOEL DE DEUS, 56",ENTRE-IJUIS,RS
22898,A B FERNANDES GONCALVES - ME,"RUA 1 B - CENTRO COMERCIAL, 18 - LOJA 18 D",SAO LUIS,MA
22899,C. L. COMERCIO DE MEDICAMENTOS LTDA,"RUA ANDRADE NEVES, Nº 870",RIO PARDO,RS
22900,M A FONSECA CERQUEIRA,RUA  BRIGADEIRO SÁ BITENCOURT Nº 456,JEQUIE,BA
22901,M.R.P DE OLIVEIRA ME,"RUA FAUSTO PINHEIRO, 246-A",ITAU,RN
22902,DROGARIA E PERFUMARIA J.G. OZIEL LTDA - ME,"TRINTA E QUATRO, Nº 157 LOJA 02",BELO HORIZONTE,MG
22903,APGL COMERCIO E REPRESENTACOES LTDA - ME,AV SENADOR SALGADO FILHO 3881,VIAMAO,RS
22904,SANTE JUSSARA FARMACEUTICA LTDA,"JOSE BONIFACIO, Nº 457 QD-07 LT-18",JUSSARA,GO
22905,J. M. DE OLIVEIRA E SILVA & CIA LTDA EPP,"RUA CUSTODIO PEREIRA DA SILVA, 10",PARELHAS,RN
22906,COELHO SILVEIRA LTDA,"PCA JOAQUIM NABUCO, 30-A",CARPINA,PE
22907,MARIA DAS GRAÇAS REIS SANTANA E CIA LTDA,RUA MARECHAL DEODORO Nº 384,JACUTINGA,MG
22908,LEONARDO ALMEIDA FERNANDES,"PREFEITO ALTINO DE MATOS, 394",CORINTO,MG
22909,FARMACIA UMUPREV LTDA. - EPP,AV CORONEL OTAVIO TOSTA 77,GUAIRA,PR
22910,DROGARIA TAQUARI LTDA,"RUA SETE DE SETEMBRO, Nº 2529",TAQUARI,RS
22911,PEREIRA & VIEIRA COSMETICOS LTDA - ME,"ASSAD ZAIDAN, Nº 84 A",PONTE NOVA,MG
22912,FARMACIA JARDIM REAL LTDA,"AV DOM PEDRO II, Nº 1883 LOJA 01",PORTO REAL,RJ
22913,NATIVA FARMACIA DE MANIPULACAO DE ADAMANTINA LTDA - ME,"R DEPUTADO SALLES FILHO, Nº 196",ADAMANTINA,SP
22914,ABRANTES & FERNANDES LTDA - EPP,"RUA CACAPAVA 4302 QD. 12, BL. 9, LT. 14",ARIQUEMES,RO
22915,WALTER DOLENZ & CIA. LTDA.,"AVENIDA DR. JOAO PESSOA, Nº 414",QUATIGUA,PR
22916,RICARDO BERSCH & CIA. LTDA.,"AVENIDA DO IMIGRANTE, 260",SANTA CRUZ DO SUL,RS
22917,SERGIA DAIANE SCARPANTE & CIA LTDA - ME,"PARANA, Nº 4873",UMUARAMA,PR
22918,J M ANDRIOLI ULIAN - ME,"JOSE HENRIQUE FERRAZ, Nº 10-80",BAURU,SP
22919,FARMACIA DUPOVO ITUMBIARA LTDA - ME,"RUA ITARUMA, 568",ITUMBIARA,GO
22920,FARMACIA GILDA LTDA ME,"AVENIDA BRASIL, 1843",VERA,MT
22921,MARIA APARECIDA TEODORO DOS SANTOS,"PRAÇA JOAQUIM LUIZ, Nº 04",ITAPEVA,MG
22922,DROGARIA BARATO STATUS LTDA - ME,"EST DA PALHADA, 892, LOTE 1 QUADRA C",NOVA IGUACU,RJ
22923,PEDRO EDUARDO DE MELLO TEIXEIRA DROGARIA ME,"AV ARTHUR BALSI, Nº 300 A",BARRA BONITA,SP
22924,F. DA SILVA E SILVA & CIA LTDA ME,"AVENIDA GRACILIANO RAMOS, 862",REDENCAO,PA
22925,DROGARIA JSD LTDA - EPP,R LUIZ MICHELON 1702 TERREO,CAXIAS DO SUL,RS
22926,CLAUDEMIR SANCHES GARCIA - ME,"AV. DIOGO GARCIA CARMONA, 1264",GENERAL SALGADO,SP
22927,BELO MONTE PRODUTOS FARMACEUTICOS LTDA - EPP,"RUA CASTRO ALVES, 57 - TERREO",EUCLIDES DA CUNHA,BA
22928,ALICE TOTTI CARDOSO - DROGARIA - EPP,"MARECHAL DEODORO, 336",ASSIS,SP
22929,USIMED DE MORRINHOS - COOPERATIVA DE USUARIOS DE ASSISTENCIA MEDICA,"AVENIDA SENADOR HERMENEGILDO, 742",MORRINHOS,GO
22930,TORCHELSEN & LOPES LTDA - ME,"AVENIDA NARCISO SILVA, Nº 1495",CAPAO DO LEAO,RS
22931,JURANDIR MAZONI & CIA LTDA - ME,RUA MAGID ZACARIAS Nº663,DRACENA,SP
22932,DROGARIA VIANA LTDA - ME,QUADRA C 05 LOTE 12 LOJA 01,BRASILIA,DF
22933,EMPREENDIMENTOS PAGUE MENOS S/A,"RUA JOSE CARDOSO DE LIMA, 789",LUIS EDUARDO MAGALHAES,BA
22934,OFS RJ LTDA,ESTRADA DO CABUCU 1654,RIO DE JANEIRO,RJ
22935,EMPREENDIMENTOS PAGUE MENOS S.A.,AV. NOSSA SENHORA DE COPACABANA,RIO DE JANEIRO,RJ
22936,BARCELOS & GONCALVES LTDA,"AV. DEOLINDO DE FREITAS PAIXAO, Nº 445 B",CONCEICAO DAS ALAGOAS,MG
22937,EMPREENDIMENTOS PAGUE MENOS S/A,"AVENIDA RUI BARBOSA, 1049",CAMPOS DOS GOYTACAZES,RJ
22938,DROGARIA E PERFUMARIA BERDAN MP LTDA,"RUA MACHADINHO, 16, LJ",MIGUEL PEREIRA,RJ
22939,DROGARIA AFONSO QUEIROZ LTDA ME,"AFONSO QUEIROZ, 812, loja 01",PATOS DE MINAS,MG
22940,AMERICAN PHARMA COM DE PROD FARMACEUTICOS LTDA - EPP,"Rua Jacob Vontobel, 331",PORTO ALEGRE,RS
22941,DROGARIA E FARMACIA RIBEIRO ROSSA LTDA - EPP,"RUA 25 DE JULHO, 577, SALA 03",JARAGUA DO SUL,SC
22942,JOSY GOMES NANTES ME,"AVENIDA BARÃO DO RIO BRANCO, N° 245",RIO VERDE DE MATO GROSSO,MS
22943,NORBERTO PEREIRA LARANJA - EPP,AV. LUÍS OSÓRIO,PENAPOLIS,SP
22944,MARIA ODETE BOIÇA FONSECA ME,AV DR. HORÁCIO SABINO,JULIO MESQUITA,SP
22945,JACSON MULLER FARMACIA,"AVENIDA PRESIDENTE GETULIO VARGAS, 171",GENERAL CARNEIRO,PR
22946,REIS & PEREIRA DROGARIA LTDA ME,"RUA DRS PAULO E RODOLFO LANZONI, 277",AGUAI,SP
22947,DROGARIA FARMAGABI LTDA,FREI CASEMIRO ZAFONATTO 431,IPE,RS
22948,OTHON OLIVEIRA JORGE - ME,"R. VISCONDE DE CAETE, 48",ESMERALDAS,MG
22949,ROSIED ROCHA PIAZZA PENA & CIA LTDA - EPP,"TIRADENTES, Nº 243 COMERCIO",ARARAS,SP
22950,FARMACIA E DROGARIA HMS LTDA-ME,"RUA ANTONIO VIEIRA, 584",PALHOCA,SC
22951,GOUVEA & RESENDE LTDA,"PREFEITO DANIEL JORGE, Nº 535",SENGES,PR
22952,ELIETE A. DE SOUZA LEAL,"AVENIDA BRASIL, Nº 886",ORTIGUEIRA,PR
22953,S.O.S PRODUTOS MEDICO HOSPITALARES LTDA - ME,AV CORONEL APARICIO BORGES 1463 LOJAS 06 E 07,PORTO ALEGRE,RS
22954,HUBINGER & HUBINGER COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,"IMBIARA, 432",ARAXA,MG
22955,LAZZARI & TOMASINI LTDA,"AV JULIO BORELLA, 835",MARAU,RS
22956,ALEXANDRE E LANA LTDA ME,"SIQUEM, 540, LOJA A",IPATINGA,MG
22957,LUCILENE DA SILVA ALMODOVAR SOROCABA ME,AVENIDA MIGUEL PETRERE Nº 1108,PILAR DO SUL,SP
22958,M.C.G. COMERCIO DE MEDICAMENTOS LTDA - EPP,"AV EDGAR VIEIRA, Nº 30",CUIABA,MT
22959,APARECIDA LUCIA PITALUGA DE OLIVEIRA ME,"R. ORLANDO FERREIRA, 181",CARRANCAS,MG
22960,DROGATIM DROGARIAS LTDA,"AV GUARARAPES, Nº 1924",PETROLINA,PE
22961,NEIDE M. S. P. DE CAMARGO - ME,AV HITLER SANSAO 453,BARRA DO BUGRES,MT
22962,AEFARMA MEDICAMENTOS LTDA ME,"R. VINTE E SEIS DE JANEIRO, 543, LOJA 01",RECIFE,PE
22963,SANTHIAGO MEDEIROS & CIA LTDA - ME,"RUA MONTE AGULHAS NEGRAS, 650, SALA 03",CAMBORIU,SC
22964,FARMACIA PONTE SECA LTDA - ME,"RUA BUARQUE DE MACEDO, 58, SALA 03",CARLOS BARBOSA,RS
22965,EMPREENDIMENTOS PAGUE MENOS S.A.,AV SETE DE SETEMBRO 227,SALVADOR,BA
22966,DROGARIA E FARMACIA DIOM LTDA ME,"RUA OSWALDO SCHROEDER, 10 - SALA 01",LONTRAS,SC
22967,CPA - COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,"AV. JOSE BONIFACIO, 1254",SAO JOSE DAS PALMEIRAS,PR
22968,ARMANDO MOREIRA ME,AV BERNARDO SAYAO 393 QD. 03 LT. 01,CAMPINORTE,GO
22969,JAIRO TASCA - ME,Avenida JOSE ABATTI 526,TREVISO,SC
22970,DROGARIA MEGA FARMA DE EDEN LTDA,"DELIO GUARANA, 144, ES.R.ANT.L.RAMALHETE",SAO JOAO DE MERITI,RJ
22971,FABIANO LAURIENTE MIRANDA - ME,"RUA PANDIA CALOGERAS, 475",RIO GRANDE,RS
22972,ANDRESSA ALVES DA SILVA PEDROSO - FARMACIAS - ME,"AV PROFESSOR ANTONIO SAMPAIO, Nº 686",GUAIRACA,PR
22973,ANTERO SOARES MEIRELES - ME,RUA TTE CEL PEREIRA 1410 CASA,ENCRUZILHADA DO SUL,RS
22974,DROGABAIRRO COMERCIAL FARMACEUTICA LTDA. - ME,"BENEDITO GOMES, 16",PITANGUEIRAS,SP
22975,CABRAL DROGARIA LTDA - ME,"AVENIDA TUPINAMBAS, 267 (LOJA 06)",LINHARES,ES
22976,CARLOS RENE LINDGREN RAMOS,AVENIDA EMANCIPAÇÃO Nº 999,TRAMANDAI,RS
22977,DROGASELMA MEDICAMENTOS E PERFUMARIA LTDA - ME,"R CEZAR ZANCA, 14",ARARAS,SP
22978,MOEMA BERRUTI DE OLIVEIRA CARDOZO,AVENIDA CAMPOS NEUTRAIS Nº 1768,SANTA VITORIA DO PALMAR,RS
22979,MILTON DIAS DOS SANTOS & CIA LTDA,"RUA HERMANN MEYER, 338, CASA",ERVAL SECO,RS
22980,D. MARTINS DE FREITAS ME,"RUA GECI MACIEL DE FRANCA, 284",HIDROLANDIA,CE
22981,DROGARIA E FARMÁCIA NUNES PEREIRA LTDA.,RUA VIGÁRIO ANTUNES  Nº 459,ITAPECERICA,MG
22982,DROGARIA LIDER DA ILHA LTDA,"EST. DO DENDE, Nº 1151, LOJA: C",RIO DE JANEIRO,RJ
22983,R & F OLIVEIRA DROGARIA LTDA - ME,ROD RS 240 3526 SALA 03,PORTAO,RS
22984,FARMACIA E DROGARIA ESSENCIAL LTDA,"RUA VIGARIO JOAO IVO, 18",CORREGO FUNDO,MG
22985,BEATRIZ MATHIAS BERTAGLIA ME,"AV PADRE ANTONIO VIEIRA, 242",LUIZIANIA,SP
22986,I. J. GOMES & CIA LTDA - ME,"RUA SILVIANO BRANDAO, 126",POUSO ALEGRE,MG
22987,HERCULES CREMONESE,"RUA DOS IMIGRANTES, Nº 870",SEGREDO,RS
22988,RENILTON ARAUJO DOS SANTOS - ME,"AV. MANOEL RODRIGUES DA SILVA, 1356",POCO BRANCO,RN
22989,EMPREENDIMENTOS PAGUE MENOS S/A,"Avenida PARANA, 4540",UMUARAMA,PR
22990,COMERCIAL DRUGSTORE LTDA,"PRAÇA CENTENARIO, 798 - PC",MACEIO,AL
22991,EMPREENDIMENTOS PAGUE MENOS S.A.,AV. BRIGADEIRO FARIA LIMA Nº1116,SAO PAULO,SP
22992,MARINALVA PEREIRA SABINO ME,RUA JOSÉ COLNAGO 09,REGENTE FEIJO,SP
22993,LUIZ FERNANDO PANISSI - ME,"AV. DUQUE DE CAXIAS, 776, SALA 4",PLANALTO,RS
22994,PAULISTA COMERCIO DE MEDICAMENTOS LTDA - EPP,AV JAMARI 3307 SETOR 01,ARIQUEMES,RO
22995,EMPREENDIMENTOS PAGUE MENOS S.A.,PRAÇA DR. JOSÉ SABOIA N°74,SOBRAL,CE
22996,IMIFARMA PRODUTOS FARMACÊUTICOS E COSMÉICOS S/A,"AV GENERALÍSSIOMO DEODORO, 2562",BELEM,PA
22997,FABIO JUNIOR MASSAROLI - ME,R SAO JOAO 284,MONTE APRAZIVEL,SP
22998,A. MARRAFAO & CIA LTDA - ME,"RUA SAO PAULO, 823-NE",CAMPO NOVO DO PARECIS,MT
22999,EMERSON MATOZO GAZAL - EPP,"AV. RIO BRANCO,",IPIRANGA DO NORTE,MT
23000,W. L. MEDICAMENTOS LTDA ME,R FERNANDO CORREA DA COSTA 804,RONDONOPOLIS,MT
23001,FARMACIA DROGA ROSA LTDA - ME,R GOVERNADOR VALADARES SN LT.11 QD.61,MOZARLANDIA,GO
23002,PATRICIA FERREIRA DOS SANTOS - EPP,"AVENIDA DA BRAGANTINA, 1300",CAMPO LIMPO PAULISTA,SP
23003,PAULO C. DALAQUA & CIA LTDA,"RUA CHILE, Nº 145",ANDIRA,PR
23004,EMPREENDIMENTOS PAGUE MENOS S.A.,RUA TEODORO PACHECO  Nº 1018,TERESINA,PI
23005,EMPREENDIMENTOS PAGUE MENOS S/A,"AV. JATUARANA, 4469",PORTO VELHO,RO
23006,FARMAVIDA COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA ME,AV BRASIL 613,DOURADINA,PR
23007,MILTON DIAS DOS SANTOS & CIA LTDA,"RUA PRESIDENTE KENNEDY,861",FREDERICO WESTPHALEN,RS
23008,ART PHARMA FARMÁCIA DE MANIPULAÇÃO LTDA,"RUA RAIMUNDO NONATO DE SOUZA, N° 126",RIBEIRAO DAS NEVES,MG
23009,DROGARIA REDE BRASIL LTDA - ME,Q SHCS SETOR DE HAB COL SUL CL COM LOCAL Q 20,BRASILIA,DF
23010,MC BORGES FARMACIA E DROGARIA LTDA. - EPP,"ASSIS BRASIL, 6395, LOJA",PORTO ALEGRE,RS
23011,FATIMA FERREIRA DE SOUZA,"RUA FELIPE RODRIGUES, 18",ARACAGI,PB
23012,FARMACIA CAND'OURO LTDA ME,"RUA CAPITO JOSE MARIA, 657, LOJA A",LINHARES,ES
23013,REBUTINI MEDICAMENTOS LTDA-ME,"TUPASSI, 2714",ASSIS CHATEAUBRIAND,PR
23014,WHILKER LUIZ PARDO MAIGOR,RUA SÃO PEDRO,SANTA GERTRUDES,SP
23015,DROGARIA S G FARMA LTDA - ME,"AV GENTIL CALDEIRA, 525, A",MUTUM,MG
23016,SB COMERCIO LTDA,"AVENIDA COSME FERREIRA, 55 - A",MANAUS,AM
23017,CELSO RICARDO FEITOSA DROGARIA - ME,AVENIDA MATHEUS CONEGERO,VOTORANTIM,SP
23018,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,"AVENIDA PRIMEIRO DE DEZEMBRO, 240",BELEM,PA
23019,COMERCIAL DRUGSTORE LTDA,PRAÇA 1817 N°16,JOAO PESSOA,PB
23020,FARMACIA RIBEIRO MORAES LTDA - ME,"RUA PROFESSORA NATALIA VINHAIS, 37",SALVADOR,BA
23021,FARMA WAVE FARMACIA LTDA,"AVENIDA DAS AMERICAS, 6700 - LOJA 114 BLOCO 01",RIO DE JANEIRO,RJ
23022,ALEX ESTEVES BERTO-ME,"avenida CORONEL ARTHUR BORGES, 723",ROSARIO OESTE,MT
23023,ELIS REGINA PILOTTO TORRI ME,"R PRINCIPAL,",FAXINAL DOS GUEDES,SC
23024,CARAMANTI & CARAMANTI LTDA.,"PRAÇA PRESIDENTE KENNEDY, 163",CERQUILHO,SP
23025,ALESSANDRA MACHADO DE CARVALHO & CIA LTDA - ME,"AREADO, 308",ALTEROSA,MG
23026,DROGAMINAS DE BARRA DO PIRAI LTDA,"RUA AURELIANO GARCIA, Nº 269",BARRA DO PIRAI,RJ
23027,BIO FARMACIA LTDA - ME,"RUA TENENTE ANTONIO JOAO, 2247 - SALA 01",JOINVILLE,SC
23028,EMPREENDIMENTOS PAGUE MENOS S/A,"AVENIDA ANTONIO PATERSON S/N, 91",CANDEIAS,BA
23029,DROGARIA E FARMÁCIA TREMEA LTDA.,"rua marechal deodoro da fosenca, 995",TIMBO,SC
23030,DROGARIA E PERFUMARIA QUEIROZ DNE LTDA.,"AVENIDA PLATINA, 589 - LOJA 02",ITAUNA,MG
23031,J PASSAI E CIA LTDA,RUA GETTÚLIO VARGAS Nº255,NOVA SANTA RITA,RS
23032,PIEVE E GARCIA LTDA,"AV. IPIRANGA, 22",TRES PONTAS,MG
23033,IDEAL FORMULAS LTDA - ME,"AV DR. JOAO BERALDO, 438",POUSO ALEGRE,MG
